,TIPO,variable_1,variable_2,variable_3,variable_4,variable_5
68,Cause,0.26781517267227173,0.6078767776489258,-0.47177261114120483,2.161818742752075,-0.1762237250804901
69,Cause,-0.1852891445159912,-1.2346810102462769,-1.1353211402893066,1.9050921201705933,-0.6919257044792175
70,Cause,0.6672617197036743,-0.10537154227495193,-0.7040757536888123,1.9565519094467163,-0.4612886607646942
71,Cause,-0.25707852840423584,0.06295068562030792,-0.715725302696228,2.067091464996338,-0.39902201294898987
72,Cause,-0.49962979555130005,-0.4345210790634155,-0.7201160788536072,1.4235562086105347,-0.3132086992263794
73,Problem,-0.8004834055900574,-0.4565068781375885,-1.4406026601791382,1.7109718322753906,0.07387061417102814
74,Effect,0.4040621221065521,-1.041410207748413,-0.6044410467147827,2.0585386753082275,-0.027439745143055916
75,Effect,-0.26378804445266724,-0.20890799164772034,-0.26372429728507996,1.2612457275390625,-0.35867005586624146
76,Effect,1.2523024082183838,-1.5385500192642212,-1.1131576299667358,2.2014424800872803,-1.0024049282073975
77,Effect,0.03853433206677437,-2.027981758117676,-0.9642600417137146,1.8384543657302856,-0.6255354285240173
78,Cause,0.44233644008636475,0.5690229535102844,-0.4804396331310272,2.127673864364624,-0.5535100698471069
79,Cause,-0.13002721965312958,-0.13863319158554077,-0.09323987364768982,1.0704840421676636,-0.3842969536781311
80,Problem,0.08730436861515045,-0.5842821002006531,-0.7300394773483276,1.516819715499878,-0.44931602478027344
81,Effect,-0.09621457755565643,-0.68575119972229,-1.0774180889129639,1.9420610666275024,-0.30481141805648804
82,Effect,0.292312353849411,-0.8064197301864624,-0.7343417406082153,2.1756014823913574,-0.3564556837081909
83,Cause,0.18485954403877258,0.17506687343120575,-0.4441242516040802,1.7707372903823853,-0.3655639886856079
84,Cause,0.27337297797203064,0.15560391545295715,-0.8050444722175598,1.524975299835205,-0.4901111125946045
85,Cause,0.21469590067863464,-0.15927192568778992,-0.5510122776031494,2.0646443367004395,-0.43444421887397766
86,Cause,-0.09751836955547333,0.1874510645866394,-0.6457197070121765,2.027280330657959,-0.3163563013076782
87,Problem,-0.2441098392009735,-0.8130655288696289,-1.4788085222244263,2.177342414855957,-0.29703488945961
88,Effect,0.4185044765472412,-1.4987239837646484,-0.6685883402824402,2.1155545711517334,-0.6500368118286133
89,Effect,0.14153487980365753,-0.49213528633117676,-0.5676577091217041,1.4146809577941895,-0.5909552574157715
90,Cause,-0.1392362415790558,0.4178374707698822,-1.0134340524673462,1.7435593605041504,0.2556658983230591
91,Cause,0.18540425598621368,-0.604476809501648,-0.6754547953605652,1.9216547012329102,-0.43483269214630127
92,Problem,0.10819783061742783,-0.6924695372581482,-0.6628642678260803,1.9501374959945679,-0.42167648673057556
93,Effect,0.3261031210422516,0.9039487838745117,-1.0857012271881104,2.4744629859924316,-0.20153184235095978
94,Effect,-0.10599927604198456,-0.40480291843414307,-0.5538387298583984,1.472206473350525,-0.627556324005127
95,Cause,0.2592093050479889,0.42818155884742737,-0.6381207704544067,2.2797012329101562,-0.28097596764564514
96,Cause,0.18909531831741333,-0.2977147400379181,-0.49687546491622925,1.237144947052002,-0.015712138265371323
97,Cause,-0.22172768414020538,0.13636469841003418,-0.40451112389564514,1.9323606491088867,-0.4518319070339203
98,Cause,0.16717872023582458,0.04365387558937073,-0.5170354843139648,1.6912392377853394,-0.42046743631362915
99,Cause,0.0,0.0,0.0,0.0,0.0
100,Cause,-0.02133895456790924,-0.02954139932990074,-0.38263729214668274,1.2196580171585083,-0.2856716513633728
101,Cause,-0.34393632411956787,-0.1534663438796997,-0.7339040637016296,1.4767875671386719,-0.2986781895160675
102,Cause,0.6193740963935852,0.986038863658905,-0.3321590721607208,2.5730843544006348,-0.32344290614128113
103,Problem,-0.21697290241718292,-0.43188315629959106,-0.9357398152351379,1.7488837242126465,-0.38866448402404785
104,Effect,-0.6473066806793213,-0.18102684617042542,-1.6768211126327515,1.5607311725616455,0.21377912163734436
105,Effect,-0.3818870186805725,-0.21969589591026306,-0.6856155395507812,2.007518768310547,-0.30773788690567017
106,Effect,0.27050456404685974,-0.7399329543113708,-0.5779787302017212,1.4752821922302246,-0.010820627212524414
107,Effect,0.054869282990694046,-1.315902590751648,0.01500023901462555,1.420492172241211,-1.1940791606903076
108,Effect,-0.00683185737580061,0.10237623751163483,-0.39543259143829346,1.9132652282714844,-0.45232445001602173
109,Effect,-0.10346546769142151,-1.1760097742080688,-0.11893308162689209,1.9144798517227173,-1.2406728267669678
110,Cause,-0.13765645027160645,-0.7363802790641785,-1.1818803548812866,2.381377935409546,0.021062573418021202
111,Cause,-0.07660641521215439,0.2129499465227127,-1.7236526012420654,2.3843493461608887,-0.10777489840984344
112,Cause,-0.48683321475982666,0.01242101937532425,-1.4126832485198975,2.005654811859131,-0.09718716144561768
113,Cause,0.5532439947128296,-1.061787724494934,-0.7820201516151428,2.144423723220825,-0.16708512604236603
114,Problem,0.02621641382575035,-0.11134099960327148,-0.6182777881622314,1.7077431678771973,-0.30089113116264343
115,Effect,0.021543050184845924,-0.6084718704223633,-0.6287786364555359,1.6421312093734741,-0.5168052911758423
116,Effect,-0.4775563180446625,-1.4260742664337158,-0.25156956911087036,1.633262276649475,-1.0380663871765137
117,Effect,-0.2594858407974243,-0.6650968194007874,-0.4710962772369385,1.4147511720657349,-0.5863582491874695
118,Effect,0.07491587102413177,-1.0158361196517944,-0.7068668603897095,1.694374442100525,-0.45497721433639526
119,Effect,-0.021917391568422318,-0.6200227737426758,-0.6446452140808105,1.8735679388046265,-0.5639724731445312
120,Cause,0.3643370270729065,-0.8660551905632019,-0.5196828246116638,1.9668002128601074,-0.45597410202026367
121,Cause,0.0008083241409622133,-0.12877973914146423,-0.5243911743164062,1.859410047531128,-0.5700697302818298
122,Cause,-0.05555057153105736,-0.14566688239574432,-0.5227861404418945,1.9727095365524292,-0.4990961253643036
123,Cause,-0.3924936354160309,0.04254191368818283,-0.6206418871879578,1.652984619140625,-0.3990904688835144
124,Cause,0.309563010931015,0.20291444659233093,-0.3269711136817932,1.8499515056610107,-0.5303207039833069
125,Cause,0.07197093218564987,-0.05308683589100838,-0.6300998330116272,1.6447075605392456,-0.5241119265556335
126,Cause,-0.2931040823459625,-0.1794162541627884,-0.471210241317749,1.4606267213821411,-0.4532844126224518
127,Cause,-0.24051541090011597,-0.11503084748983383,-0.9593813419342041,1.783994197845459,-0.33362066745758057
128,Problem,-0.29659634828567505,-0.7986583709716797,-1.0263457298278809,1.552801251411438,-0.24811850488185883
129,Effect,-0.2543715536594391,-0.9050915837287903,-0.9826172590255737,1.4358025789260864,-0.3184211850166321
130,Effect,0.4070376455783844,-1.1789993047714233,-1.3859338760375977,2.0028185844421387,-0.5135291218757629
131,Effect,-0.0032401145435869694,-0.826470673084259,-0.504346489906311,1.4480931758880615,-0.3006710112094879
132,Effect,0.12815621495246887,-0.8398189544677734,-0.5797111392021179,1.9367645978927612,-0.2645324468612671
133,Cause,0.09389536082744598,0.11868749558925629,-0.5744875073432922,1.7880120277404785,-0.45347657799720764
134,Cause,0.0790250152349472,0.05320093035697937,-0.4729475975036621,1.5350563526153564,-0.41952329874038696
135,Cause,0.026094477623701096,-0.2732643485069275,-0.5058950185775757,1.7339435815811157,-0.45675650238990784
136,Cause,0.5101239681243896,-0.34709814190864563,-0.555018961429596,2.1609392166137695,-0.6876369714736938
137,Cause,-0.05595693364739418,-0.6340129375457764,-0.4384256899356842,1.3996758460998535,-0.49656495451927185
138,Cause,-0.10210396349430084,-0.3712313175201416,-0.3773208558559418,1.3010045289993286,-0.3610544502735138
139,Cause,-0.09378735721111298,-0.8754247426986694,-0.3970456123352051,1.4232746362686157,-0.4912271499633789
140,Cause,0.24834641814231873,-0.8432707190513611,-0.424290269613266,1.9147661924362183,-0.6871936917304993
141,Problem,-0.3282271921634674,-0.6821625232696533,-1.2185007333755493,1.5214987993240356,-0.07966089248657227
142,Effect,-1.2804397344589233,-0.37936729192733765,-2.389324903488159,2.155445098876953,0.4635539948940277
143,Effect,-1.2409124374389648,-0.38738641142845154,-2.5890791416168213,1.952470302581787,0.6249611973762512
144,Cause,-0.1395992934703827,-0.334693968296051,-0.6915778517723083,1.9126060009002686,-0.49590158462524414
145,Cause,-0.10637704282999039,-0.9420316815376282,-1.5478075742721558,2.396929979324341,0.016534259542822838
146,Problem,-0.5954045057296753,-1.734961748123169,-1.1530094146728516,2.5796029567718506,-0.527985155582428
147,Effect,-0.9860823750495911,-2.7223587036132812,0.7371412515640259,3.1950180530548096,-1.8039828538894653
148,Effect,0.27107012271881104,-3.7203361988067627,-1.1038905382156372,3.273442268371582,-1.4388340711593628
149,Cause,-0.34398066997528076,-1.6375682353973389,0.20631282031536102,2.944223165512085,-1.2869874238967896
150,Cause,-0.16468247771263123,-2.7469639778137207,-0.1744428128004074,2.760915756225586,-0.7118080258369446
151,Problem,-0.21531924605369568,-0.7504237294197083,-1.1791232824325562,1.6163856983184814,-0.23034167289733887
152,Effect,0.15786150097846985,-0.5221372842788696,-0.6014795303344727,1.4688349962234497,-0.3498044013977051
153,Effect,0.11805201321840286,0.14755070209503174,-0.32996106147766113,1.1437960863113403,-0.26660022139549255
154,Effect,0.6878196597099304,-1.041094183921814,-0.8272244334220886,1.7144393920898438,-0.6930935978889465
155,Effect,0.3877381384372711,-0.7606217265129089,-0.6876978278160095,1.8504180908203125,-0.3119024336338043
156,Effect,-0.37322643399238586,-0.6345195770263672,-0.8338847756385803,2.03562593460083,-0.04280310869216919
157,Effect,0.16030606627464294,-2.1125545501708984,-1.289133071899414,2.6692769527435303,-0.21164755523204803
158,Cause,0.04357661306858063,-0.44593945145606995,-0.4912835359573364,1.8133182525634766,-0.6270670890808105
159,Cause,0.43777886033058167,-0.8926317095756531,-0.823016345500946,1.2890336513519287,-0.8208783268928528
160,Cause,-0.12400572746992111,-0.04092567041516304,-0.7172607183456421,1.407816767692566,-0.1590089201927185
161,Cause,0.15341812372207642,0.29282286763191223,-0.7544649243354797,1.9557170867919922,-0.3970821797847748
162,Cause,0.16596786677837372,0.2242370843887329,-0.47890496253967285,1.6891371011734009,-0.4025484621524811
163,Cause,-0.3172915577888489,-0.7055290341377258,-1.1686547994613647,1.5408612489700317,-0.29371124505996704
164,Cause,-0.2283937931060791,0.00951477326452732,-0.9485992193222046,1.719243049621582,-0.273225337266922
165,Cause,0.055362313985824585,0.1136220172047615,-0.5216276049613953,1.7772794961929321,-0.48378410935401917
166,Cause,0.24532994627952576,0.09645043313503265,-0.568851113319397,1.467417597770691,-0.3907683491706848
167,Cause,-0.2148251086473465,0.26571735739707947,-0.7805269360542297,2.24697208404541,-0.29375892877578735
168,Problem,0.09767616540193558,-0.6517691016197205,-0.7189935445785522,1.6129070520401,-0.8380739092826843
169,Effect,0.010959778912365437,0.34685611724853516,-0.7844786643981934,1.927013635635376,-0.3800542652606964
170,Effect,-0.654524564743042,-1.9470075368881226,-0.18425871431827545,2.565545082092285,-1.766348958015442
171,Effect,-0.1906491219997406,-0.2682521939277649,-0.49574947357177734,1.3433167934417725,-0.4156825542449951
172,Effect,-0.08127608895301819,0.030168266966938972,-0.43657028675079346,1.5327327251434326,-0.3796309232711792
173,Effect,-0.014109969139099121,-0.977025032043457,-1.4625602960586548,2.083263397216797,-0.28184953331947327
174,Effect,-0.6399422883987427,-0.5688078999519348,0.044395409524440765,1.510050654411316,-0.5954204797744751
175,Cause,-0.028462642803788185,-0.012186696752905846,-0.5057366490364075,1.411537766456604,-0.4071950316429138
176,Cause,-0.06467580795288086,0.033322952687740326,-0.2268419712781906,1.457065224647522,-0.3536958694458008
177,Cause,0.3781405985355377,0.5028809905052185,-0.712547779083252,1.8675981760025024,-0.4633348882198334
178,Problem,-0.2682555913925171,-0.04504130408167839,-0.7276110053062439,1.5394152402877808,-0.28195083141326904
179,Effect,0.0165092833340168,-0.769728422164917,-0.6627727746963501,2.2611684799194336,-0.25390416383743286
180,Effect,0.4975406527519226,-0.6699056625366211,-0.6001788973808289,2.0739147663116455,0.0655575543642044
181,Cause,-0.08264996111392975,-0.7807729244232178,-0.6313413381576538,2.223785877227783,-0.6085831522941589
182,Cause,-0.29126185178756714,-0.07278170436620712,-0.21542878448963165,1.549720048904419,-0.4173133373260498
183,Problem,-0.2795571982860565,-0.3265877962112427,-0.8123048543930054,1.6371257305145264,-0.2022438943386078
184,Effect,-0.27666813135147095,-0.7724786996841431,-0.6764405965805054,1.3320672512054443,-0.3480703830718994
185,Effect,-0.41975393891334534,-0.5564960241317749,-0.19381311535835266,2.079345941543579,-0.25431594252586365
186,Effect,0.21343550086021423,0.21374881267547607,-0.5442065000534058,2.1141510009765625,-0.47262805700302124
187,Effect,0.5358607769012451,0.8171148896217346,-0.247549906373024,2.1518874168395996,-0.36381232738494873
188,Effect,-0.21103790402412415,-0.18921545147895813,-0.33821576833724976,1.7478291988372803,-0.5753450393676758
189,Effect,-0.40477076172828674,-0.5317909717559814,-0.9040057063102722,1.9064821004867554,-0.14473481476306915
190,Effect,-0.1538981944322586,-0.30003029108047485,-0.6149671077728271,1.5308109521865845,-0.685877799987793
191,Effect,0.04044642299413681,-1.304640531539917,-1.2766425609588623,2.0976879596710205,-0.12302672863006592
192,Cause,-0.41294795274734497,-0.11002218723297119,-0.667716920375824,2.189833879470825,-0.18519370257854462
193,Cause,-0.719792902469635,-0.2834520637989044,-1.2504249811172485,1.8035063743591309,0.041104212403297424
194,Cause,-0.31697481870651245,-0.07595445215702057,-0.46516627073287964,1.9543125629425049,-0.4630869925022125
195,Cause,0.03450022637844086,-1.2052927017211914,-0.5911701917648315,2.1259233951568604,-0.278514564037323
196,Problem,0.1046166867017746,-0.5090196132659912,-1.0526994466781616,1.9115040302276611,-0.36657536029815674
197,Effect,-0.8999391198158264,-1.862197995185852,0.29121074080467224,2.251873731613159,-1.2952746152877808
198,Effect,-0.5286330580711365,-0.4582824409008026,0.18817764520645142,1.1249593496322632,-0.21331918239593506
199,Effect,-0.6551907062530518,-0.710824728012085,-0.8392581939697266,2.06538987159729,-0.8229144215583801
200,Cause,-0.07560012489557266,0.02357499860227108,-1.0097732543945312,1.8734639883041382,-0.24357964098453522
201,Cause,-0.060938071459531784,-0.3512847423553467,-1.1185438632965088,2.058457851409912,-0.20075519382953644
202,Cause,-0.1956057846546173,-0.5790878534317017,-0.2509968876838684,1.5057944059371948,-0.5537241697311401
203,Cause,0.30185356736183167,-1.3409831523895264,-0.8555585145950317,1.8744072914123535,-0.40539583563804626
204,Problem,-0.164652481675148,-0.3462294340133667,-0.5607719421386719,1.6031795740127563,-0.26159393787384033
205,Effect,-0.13269971311092377,-1.0143868923187256,-0.7867138981819153,2.2658326625823975,-0.4480401277542114
206,Effect,-0.3682557940483093,-0.09915012866258621,-0.6393680572509766,1.1919041872024536,0.07547041028738022
207,Cause,-0.20446616411209106,0.04010173678398132,-0.23423776030540466,1.064194679260254,-0.20982174575328827
208,Cause,0.0010544052347540855,-0.27221301198005676,0.06409672647714615,0.8986160159111023,-0.22095632553100586
209,Problem,-0.7281831502914429,-0.01657584309577942,-1.5515892505645752,1.951622724533081,0.12480573356151581
210,Effect,0.5780940651893616,-2.4835996627807617,-1.3828325271606445,2.266510009765625,-0.29765015840530396
211,Effect,-0.40626806020736694,-0.15817463397979736,-0.21143439412117004,1.7134308815002441,-0.21398881077766418
212,Cause,0.8763980269432068,0.6979848742485046,-0.6219779849052429,2.469895601272583,-0.23160557448863983
213,Cause,0.7228292226791382,0.8642569184303284,-0.6427512168884277,2.39711332321167,-0.7095696330070496
214,Cause,-0.2631111741065979,-0.1272386610507965,-0.19618692994117737,0.3056705594062805,-0.22324098646640778
215,Cause,0.029218673706054688,-0.10103178024291992,-0.17123927175998688,2.2095675468444824,0.022593341767787933
216,Problem,-0.034917473793029785,-0.7728782296180725,-0.8778793215751648,1.8666223287582397,-0.25993531942367554
217,Effect,-0.37480413913726807,-0.6346105337142944,-1.6868207454681396,2.2683486938476562,0.11499683558940887
218,Effect,-0.49281439185142517,-0.785312294960022,-0.15263250470161438,1.7012981176376343,-0.7419848442077637
219,Effect,-0.07068619132041931,-1.0067644119262695,-0.4737175405025482,1.8308933973312378,-0.0973159447312355
220,Effect,-0.9117053151130676,-0.6175182461738586,-1.0616406202316284,1.9320975542068481,-0.2033902406692505
221,Cause,0.30604544281959534,-0.019132891669869423,-0.6525444984436035,1.7461814880371094,-0.3336450159549713
222,Cause,-0.34448450803756714,-0.2310255616903305,-1.737238883972168,2.082077980041504,0.10160788148641586
223,Problem,0.3102591037750244,-0.9856326580047607,-1.0625956058502197,2.307079315185547,-0.7048278450965881
224,Effect,-0.04021792486310005,-1.3555059432983398,-1.088476300239563,2.1967685222625732,-0.6610031127929688
225,Effect,-0.23280386626720428,-1.2542296648025513,-0.361532062292099,1.4994468688964844,-0.4341493546962738
226,Cause,0.026454845443367958,0.24662862718105316,-1.5056079626083374,2.201556921005249,0.0044023990631103516
227,Cause,-0.45608726143836975,-0.23201024532318115,-1.317766547203064,1.9335050582885742,-0.11396793276071548
228,Problem,-0.4943685531616211,-1.4243236780166626,-0.8125190138816833,2.0704758167266846,-0.38834190368652344
229,Effect,-1.2313231229782104,-0.22901581227779388,-1.4507871866226196,1.7544053792953491,0.3518405258655548
230,Effect,-0.40180251002311707,-0.09015247225761414,-0.8847015500068665,1.2335180044174194,0.17815536260604858
231,Effect,-0.8516465425491333,0.2646929621696472,-1.4229906797409058,1.76719331741333,0.23500694334506989
232,Cause,-0.34974297881126404,0.6507139205932617,-0.47202566266059875,1.7171555757522583,-0.2196190357208252
233,Cause,0.2114046812057495,0.04194134473800659,-0.616672158241272,1.7083202600479126,-0.29362040758132935
234,Problem,-0.7281831502914429,-0.01657584309577942,-1.5515892505645752,1.951622724533081,0.12480573356151581
235,Effect,0.5780940651893616,-2.4835996627807617,-1.3828325271606445,2.266510009765625,-0.29765015840530396
236,Effect,-0.40626806020736694,-0.15817463397979736,-0.21143439412117004,1.7134308815002441,-0.21398881077766418
237,Cause,0.8763980269432068,0.6979848742485046,-0.6219779849052429,2.469895601272583,-0.23160557448863983
238,Cause,0.7228292226791382,0.8642569184303284,-0.6427512168884277,2.39711332321167,-0.7095696330070496
239,Cause,-0.2631111741065979,-0.1272386610507965,-0.19618692994117737,0.3056705594062805,-0.22324098646640778
240,Cause,0.029218673706054688,-0.10103178024291992,-0.17123927175998688,2.2095675468444824,0.022593341767787933
241,Problem,-0.9467729926109314,-0.48527541756629944,-1.2816154956817627,1.4891976118087769,0.09849786758422852
242,Effect,0.7814686298370361,-2.681422472000122,-1.6116091012954712,2.459242820739746,-1.221551537513733
243,Effect,-0.21982769668102264,-1.2881882190704346,-1.2813440561294556,2.1322145462036133,-0.2014182060956955
244,Cause,0.25307855010032654,0.07453051954507828,-0.597460925579071,1.9262418746948242,-0.653681218624115
245,Cause,-0.4766221046447754,-0.6506944298744202,0.14903275668621063,3.1624348163604736,-1.737086296081543
246,Problem,-0.13414888083934784,-0.9885488748550415,-1.2698794603347778,1.8996719121932983,-0.353640079498291
247,Effect,-0.2065134346485138,-0.19842529296875,-0.3074115514755249,1.0889850854873657,-0.22543445229530334
248,Effect,-0.8999391198158264,-1.862197995185852,0.29121074080467224,2.251873731613159,-1.2952746152877808
249,Cause,0.07517744600772858,0.2851739525794983,-0.6621318459510803,1.70438551902771,-0.33982300758361816
250,Cause,0.08802692592144012,0.46882617473602295,-0.7058779001235962,1.8445547819137573,-0.2697734236717224
251,Cause,0.027038684114813805,0.9111485481262207,-0.5849031209945679,1.8283747434616089,-0.12782596051692963
252,Cause,0.027038684114813805,0.9111485481262207,-0.5849031209945679,1.8283747434616089,-0.12782596051692963
253,Cause,0.08802692592144012,0.46882617473602295,-0.7058779001235962,1.8445547819137573,-0.2697734236717224
254,Cause,0.027038684114813805,0.9111485481262207,-0.5849031209945679,1.8283747434616089,-0.12782596051692963
255,Cause,0.08802692592144012,0.46882617473602295,-0.7058779001235962,1.8445547819137573,-0.2697734236717224
256,Cause,0.027038684114813805,0.9111485481262207,-0.5849031209945679,1.8283747434616089,-0.12782596051692963
257,Cause,0.08802692592144012,0.46882617473602295,-0.7058779001235962,1.8445547819137573,-0.2697734236717224
258,Cause,0.027038684114813805,0.9111485481262207,-0.5849031209945679,1.8283747434616089,-0.12782596051692963
